(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	(NAD-consumption without Nam inhibition).ET	Values[scaling].InitialValue
10	0	0	5e-06	0.4	5.41668e-06	0.8497344	0.001415534	1.04713e-05	0.18918	0.828985	10	10	0.001
10	0	0	5e-06	0.4	5.67402e-06	0.8119895	0.001501691	1.04713e-05	0.174907	0.794093	10	10	0.001
10	0	0	5e-06	0.4	5.94359e-06	0.7755449	0.001587211	1.04713e-05	0.162181	0.760356	10	10	0.001
10	0	0	5e-06	0.4	6.22597e-06	0.74042	0.00167186	1.04713e-05	0.150787	0.72779	10	10	0.001
10	0	0	5e-06	0.4	6.52176e-06	0.7066192	0.001755431	1.04713e-05	0.140545	0.6964	10	10	0.001
10	0	0	5e-06	0.4	6.8316e-06	0.6741357	0.001837723	1.04713e-05	0.131305	0.666177	10	10	0.001
10	0	0	5e-06	0.4	7.15617e-06	0.6429526	0.001918573	1.04713e-05	0.122939	0.637109	10	10	0.001
10	0	0	5e-06	0.4	7.49615e-06	0.613049	0.001997819	1.04713e-05	0.11534	0.609175	10	10	0.001
10	0	0	5e-06	0.4	7.85229e-06	0.5843967999999999	0.0020753209999999998	1.04713e-05	0.108417	0.58235	10	10	0.001
10	0	0	5e-06	0.4	8.22535e-06	0.5569658	0.0021509380000000002	1.04713e-05	0.102092	0.556607	10	10	0.001
10	0	0	5e-06	0.4	8.61613e-06	0.5307225	0.0022245650000000004	1.04713e-05	0.0962974	0.531915	10	10	0.001
10	0	0	5e-06	0.4	9.02548e-06	0.5056314	0.0022961030000000003	1.04713e-05	0.0909757	0.508244	10	10	0.001
10	0	0	5e-06	0.4	9.45427e-06	0.4816547	0.002365439	1.04713e-05	0.0860766	0.48556	10	10	0.001
10	0	0	5e-06	0.4	9.90344e-06	0.4587565	0.00243251	1.04713e-05	0.0815567	0.46383	10	10	0.001
10	0	0	5e-06	0.4	1.03739e-05	0.4368978	0.002497234	1.04713e-05	0.0773778	0.443021	10	10	0.001
10	0	0	5e-06	0.4	1.08668e-05	0.416041	0.002559553	1.04713e-05	0.0735064	0.4231	10	10	0.001
10	0	0	5e-06	0.4	1.13831e-05	0.3961488	0.00261941	1.04713e-05	0.0699133	0.404033	10	10	0.001
10	0	0	5e-06	0.4	1.19239e-05	0.3771822	0.0026767690000000003	1.04713e-05	0.0665724	0.385789	10	10	0.001
10	0	0	5e-06	0.4	1.24904e-05	0.3591054	0.002731599	1.04713e-05	0.0634607	0.368335	10	10	0.001
10	0	0	5e-06	0.4	1.30838e-05	0.3418811	0.002783869	1.04713e-05	0.0605577	0.351641	10	10	0.001
10	0	0	5e-06	0.4	1.37054e-05	0.325475	0.0028335689999999998	1.04713e-05	0.0578451	0.335676	10	10	0.001
10	0	0	5e-06	0.4	1.43565e-05	0.3098505	0.0028806929999999997	1.04713e-05	0.0553065	0.320411	10	10	0.001
10	0	0	5e-06	0.4	1.50386e-05	0.29497490000000004	0.002925246	1.04713e-05	0.0529272	0.305817	10	10	0.001
10	0	0	5e-06	0.4	1.57531e-05	0.2808133	0.002967225	1.04713e-05	0.0506941	0.291867	10	10	0.001
10	0	0	5e-06	0.4	1.65015e-05	0.2673348	0.003006646	1.04713e-05	0.048595	0.278534	10	10	0.001
